N = 512

Intersection points:
(682,391418, 990,079834)
(418,064056, 988,132813)
(418,064056, 985,041016)
(925,654785, 984,859802)
(472,974121, 976,769775)
(704,267517, 968,380798)
(763,505127, 968,380798)
(799,100708, 968,380859)
(872,293640, 968,380798)
(48,853397, 958,452454)
(252,944641, 954,766174)
(542,610718, 954,766113)
(695,204651, 954,766174)
(729,720581, 954,766113)
(728,732788, 954,766113)
(738,349792, 954,766052)
(796,159058, 954,766113)
(799,100708, 954,766113)
(406,974670, 941,356628)
(154,608078, 936,262207)
(222,458832, 936,262268)
(252,944641, 936,262268)
(406,974670, 936,262207)
(534,502808, 936,262268)
(542,610718, 936,262207)
(695,204651, 936,262329)
(718,734741, 936,262207)
(799,100708, 936,262207)
(850,534607, 936,262207)
(872,293640, 936,262268)
(907,480164, 936,262207)
(958,403992, 936,262268)
(799,100708, 932,207031)
(73,823753, 926,031067)
(84,244247, 926,031128)
(154,608078, 926,031067)
(252,944641, 926,031006)
(534,502808, 926,031128)
(542,610718, 926,031006)
(799,100708, 926,031067)
(850,534607, 926,031067)
(907,480164, 926,031067)
(252,944641, 918,906616)
(534,502808, 918,906494)
(542,610718, 918,906494)
(497,921631, 914,424866)
(534,502808, 914,424866)
(542,610718, 914,424866)
(799,100708, 914,424866)
(981,776001, 914,424927)
(497,921631, 888,917908)
(534,502808, 888,917908)
(532,740112, 888,917908)
(542,610718, 888,917847)
(578,362793, 888,917908)
(534,502808, 877,193054)
(542,610718, 877,193054)
(563,754456, 877,193054)
(578,362793, 877,192993)
(854,724915, 877,193054)
(275,478058, 862,796692)
(393,777557, 862,796753)
(399,413574, 862,796692)
(534,502808, 862,796814)
(542,610718, 862,796692)
(805,770630, 847,336365)
(510,192261, 846,453369)
(534,502808, 846,453308)
(542,610718, 846,453308)
(578,362793, 846,453308)
(596,100342, 846,453308)
(805,770630, 846,453308)
(854,724915, 846,453369)
(859,294678, 846,453308)
(931,516174, 846,453308)
(942,868286, 846,453369)
(981,776001, 846,453369)
(110,158386, 839,891357)
(137,916153, 839,891357)
(275,478058, 839,891235)
(408,229767, 839,891296)
(450,320953, 839,891296)
(534,502808, 839,891296)
(578,362793, 839,891296)
(805,770630, 839,891357)
(854,724915, 839,891296)
(931,516174, 839,891296)
(35,785854, 838,975525)
(53,224682, 838,975525)
(61,056553, 838,975525)
(73,823753, 838,975586)
(53,224682, 811,175781)
(73,823753, 811,175720)
(110,158386, 811,175781)
(129,432266, 811,175720)
(137,916153, 811,175720)
(187,919373, 811,175781)
(219,250626, 811,175720)
(450,320953, 811,175781)
(534,502808, 811,175781)
(578,362793, 811,175781)
(695,655090, 811,175781)
(854,724915, 811,175720)
(110,158386, 799,831421)
(129,432266, 799,831299)
(137,916153, 799,831299)
(187,919373, 799,831360)
(219,250626, 799,831299)
(275,312317, 799,831421)
(534,502808, 799,831360)
(137,916153, 798,170532)
(187,919373, 798,170654)
(196,826874, 798,170654)
(275,312317, 798,170593)
(641,252258, 794,532288)
(695,655090, 794,532288)
(759,947937, 794,532349)
(768,230042, 794,532288)
(783,382202, 794,532349)
(275,312317, 791,352112)
(452,047821, 791,352051)
(695,655090, 789,363831)
(641,252258, 775,427368)
(768,230042, 775,427246)
(783,382202, 775,427307)
(821,962585, 775,427307)
(641,252258, 759,989990)
(783,382202, 759,989990)
(129,432266, 757,966309)
(137,916153, 757,966248)
(187,919373, 757,966248)
(202,932602, 757,966248)
(232,713165, 757,966309)
(275,312317, 757,966309)
(452,047821, 757,966309)
(519,897827, 757,966309)
(187,919373, 749,845581)
(194,627945, 749,845581)
(275,312317, 749,845581)
(519,897827, 749,845581)
(472,517670, 747,708862)
(519,897827, 747,708862)
(603,352295, 747,708923)
(641,252258, 747,708923)
(783,382202, 747,708862)
(957,223816, 747,708862)
(106,545212, 740,950256)
(129,432266, 740,950256)
(137,916153, 740,950256)
(194,627945, 740,950256)
(251,865631, 740,950195)
(472,517670, 740,950256)
(519,897827, 740,950256)
(641,252258, 740,950256)
(53,224682, 724,950012)
(73,823753, 724,950012)
(106,545212, 724,950073)
(129,432266, 724,950012)
(137,916153, 724,950012)
(194,627945, 724,950012)
(251,865631, 724,950073)
(519,897827, 724,950073)
(841,259094, 724,950073)
(903,098694, 724,928223)
(73,823753, 723,783020)
(129,432266, 723,782959)
(137,916153, 723,783020)
(194,627945, 723,783020)
(519,897827, 723,783020)
(42,080818, 709,408325)
(53,224682, 709,408386)
(73,823753, 709,408325)
(129,432266, 709,408386)
(137,916153, 709,408386)
(519,897827, 709,408325)
(520,932983, 709,408386)
(589,022949, 708,369324)
(587,818970, 708,369324)
(519,897827, 700,971191)
(520,932983, 700,971191)
(589,022949, 700,971191)
(587,818970, 700,971191)
(690,967346, 700,971191)
(903,098694, 700,971130)
(73,823753, 665,310608)
(129,432266, 665,310608)
(131,405289, 665,310669)
(137,916153, 665,310669)
(176,045776, 665,310608)
(260,973389, 665,310608)
(414,939636, 665,310669)
(519,897827, 665,310608)
(589,022949, 665,310669)
(587,818970, 665,310608)
(747,419861, 665,310669)
(806,064819, 662,279297)
(68,223595, 656,456421)
(73,823753, 656,456421)
(129,432266, 656,456421)
(131,405289, 656,456421)
(260,973389, 656,456421)
(519,897827, 656,456421)
(558,048584, 656,456360)
(589,022949, 656,456421)
(587,818970, 656,456360)
(633,807312, 656,456421)
(589,022949, 649,797546)
(680,140686, 649,797546)
(519,897827, 648,617432)
(589,022949, 648,617432)
(680,140686, 648,617493)
(519,897827, 645,933472)
(525,881287, 645,933533)
(519,897827, 615,553467)
(525,881287, 615,553467)
(703,750061, 615,553467)
(743,602478, 615,553467)
(922,845947, 615,553467)
(957,223816, 615,553406)
(757,771301, 610,095703)
(312,155426, 596,783386)
(320,003204, 596,783325)
(365,675018, 596,783325)
(485,849213, 596,783386)
(519,897827, 591,753784)
(525,881287, 591,753784)
(922,845947, 584,316040)
(320,003204, 580,250732)
(365,675018, 580,250671)
(379,264343, 580,250732)
(519,897827, 580,250732)
(516,508057, 580,250732)
(525,881287, 580,250732)
(589,672424, 580,250732)
(320,003204, 572,005066)
(365,675018, 572,005127)
(379,264343, 572,005127)
(47,096550, 571,844055)
(68,223595, 571,844055)
(73,823753, 571,844116)
(129,432266, 571,844055)
(131,405289, 571,844055)
(129,432266, 560,326538)
(131,405289, 560,326477)
(379,264343, 559,889648)
(420,749847, 559,889709)
(519,897827, 559,889709)
(516,508057, 559,889709)
(263,075409, 555,015259)
(320,003204, 555,015259)
(365,675018, 555,015259)
(379,264343, 555,015259)
(519,897827, 555,015259)
(589,672424, 555,015259)
(47,096550, 554,936340)
(68,223595, 554,936340)
(73,823753, 554,936279)
(129,432266, 554,936340)
(131,405289, 554,936340)
(263,075409, 554,936340)
(320,003204, 554,936340)
(379,264343, 554,936340)
(519,897827, 549,712463)
(73,823753, 543,612671)
(131,405289, 543,612671)
(263,075409, 543,612610)
(320,003204, 543,612610)
(320,003204, 532,895508)
(519,897827, 532,895569)
(581,247986, 532,895569)
(589,672424, 532,895508)
(596,896729, 532,895508)
(754,223572, 532,895508)
(519,897827, 530,000061)
(581,247986, 530,000061)
(589,672424, 530,000061)
(886,090515, 516,281921)
(263,075409, 512,681152)
(269,054352, 512,681091)
(320,003204, 512,681091)
(317,384674, 512,681152)
(519,897827, 512,681152)
(534,534546, 512,681091)
(582,127869, 512,681091)
(589,672424, 512,681152)
(754,223572, 512,681091)
(842,605713, 512,681091)
(848,668945, 512,681091)
(886,090515, 512,681091)
(892,370728, 512,681091)
(263,075409, 507,107422)
(269,054352, 507,107422)
(552,225403, 490,064850)
(582,127869, 490,064819)
(589,672424, 490,064850)
(754,223572, 490,064850)
(552,225403, 486,842010)
(582,127869, 486,841980)
(589,672424, 486,841980)
(754,223572, 486,841980)
(754,223572, 480,295502)
(886,090515, 480,295471)
(892,370728, 480,295471)
(958,515259, 480,295471)
(552,225403, 461,291473)
(582,127869, 461,291504)
(886,090515, 457,819824)
(889,487305, 457,819855)
(892,370728, 457,819855)
(269,054352, 456,878571)
(351,912079, 456,878540)
(582,127869, 456,878510)
(889,487305, 456,878571)
(517,620789, 449,718628)
(517,620789, 445,940338)
(517,620789, 444,981842)
(131,405289, 443,827240)
(134,493652, 443,827240)
(143,456879, 443,827271)
(202,240524, 443,827271)
(263,075409, 436,583618)
(269,054352, 436,583649)
(313,168457, 436,583618)
(351,912079, 436,583649)
(803,272400, 422,560791)
(131,405289, 412,891479)
(134,493652, 412,891479)
(202,240524, 412,891479)
(263,075409, 412,891479)
(269,054352, 412,891449)
(313,168457, 412,891479)
(313,168457, 403,521759)
(447,717194, 403,521729)
(531,434204, 403,521759)
(666,836121, 403,521759)
