N = 2048

Intersection points:
(350,324524, 996,933716)
(623,387939, 996,933655)
(623,387939, 994,285950)
(686,423767, 994,285889)
(318,142303, 994,220581)
(350,324524, 994,220581)
(623,387939, 994,057007)
(686,423767, 994,056946)
(206,633148, 993,690308)
(350,324524, 993,690247)
(350,324524, 990,810547)
(401,752960, 990,810669)
(623,387939, 990,810547)
(686,423767, 990,810608)
(869,238159, 990,810608)
(623,387939, 990,327576)
(686,423767, 990,327576)
(209,028122, 987,201538)
(350,324524, 987,201599)
(623,387939, 987,201599)
(621,785583, 987,201538)
(835,851501, 987,201538)
(869,238159, 987,201599)
(621,785583, 986,541077)
(869,238159, 986,126465)
(905,407288, 986,126526)
(468,893066, 983,906860)
(571,087219, 983,906860)
(905,407288, 983,798157)
(40,266155, 982,934082)
(88,665604, 982,934021)
(149,734024, 982,933960)
(468,893066, 982,934021)
(40,266155, 981,417175)
(88,665604, 981,417236)
(468,893066, 981,417175)
(571,087219, 981,417114)
(571,087219, 980,851379)
(571,087219, 980,319336)
(670,716187, 975,500732)
(905,407288, 975,500854)
(921,061523, 975,500732)
(571,087219, 972,939758)
(630,634277, 972,939819)
(639,391724, 972,939758)
(670,716187, 972,939819)
(905,407288, 972,189331)
(630,634277, 970,826172)
(639,391724, 970,826172)
(693,898376, 970,826172)
(777,257507, 970,826172)
(83,935860, 969,301331)
(399,545197, 969,301453)
(571,087219, 967,202454)
(630,634277, 967,202454)
(639,391724, 967,202454)
(630,634277, 967,164429)
(639,391724, 967,164368)
(693,898376, 967,164429)
(399,545197, 966,811035)
(571,087219, 966,811035)
(630,634277, 966,811035)
(639,391724, 966,810974)
(693,898376, 966,811096)
(777,257507, 966,810974)
(571,087219, 965,629517)
(693,898376, 965,629578)
(777,257507, 965,629517)
(399,545197, 963,134094)
(460,824860, 963,134155)
(571,087219, 963,134033)
(693,898376, 963,134094)
(696,072754, 963,134094)
(754,112549, 963,134033)
(777,257507, 963,134033)
(693,898376, 962,980408)
(571,087219, 960,778076)
(693,898376, 960,778076)
(542,658569, 956,835327)
(571,087219, 956,835266)
(693,898376, 956,835266)
(698,256714, 956,835266)
(542,658569, 956,435486)
(571,087219, 956,435425)
(693,898376, 956,435547)
(698,256714, 956,435547)
(83,935860, 952,341980)
(493,328735, 949,147644)
(536,368835, 949,147644)
(552,901855, 949,147644)
(536,368835, 948,592041)
(552,901855, 948,592041)
(943,513733, 947,847046)
(939,150452, 947,846985)
(950,960632, 947,846985)
(947,643433, 947,846985)
(958,228027, 947,846985)
(389,596893, 942,592590)
(493,328735, 942,592590)
(536,368835, 942,592590)
(552,901855, 942,592590)
(661,859985, 942,592590)
(768,605591, 942,592651)
(176,918625, 942,467957)
(389,596893, 942,467896)
(493,328735, 942,467896)
(389,596893, 940,308167)
(83,935860, 939,899292)
(84,155022, 939,899231)
(93,161049, 939,899292)
(389,596893, 939,216309)
(389,596893, 938,270874)
(493,328735, 938,270874)
(661,859985, 938,270874)
(768,605591, 938,270935)
(493,328735, 937,915283)
(661,859985, 937,915344)
(355,099426, 937,498108)
(389,596893, 937,498108)
(493,328735, 937,498108)
(768,605591, 937,498108)
(389,596893, 936,216064)
(493,328735, 936,216064)
(83,935860, 935,983521)
(84,155022, 935,983521)
(93,161049, 935,983459)
(768,605591, 935,284790)
(822,665283, 935,284790)
(849,877014, 935,284851)
(868,661743, 935,284851)
(888,697266, 935,284790)
(943,513733, 935,284790)
(389,596893, 934,512268)
(493,328735, 934,512207)
(21,686316, 934,106079)
(40,266155, 934,105957)
(83,935860, 934,106079)
(93,161049, 934,106018)
(493,328735, 934,106018)
(768,605591, 932,394165)
(822,665283, 932,394226)
(493,328735, 931,749268)
(768,605591, 931,749268)
(849,877014, 931,749268)
(947,643433, 931,749329)
(951,319824, 931,749207)
(245,078857, 930,466980)
(281,192780, 930,466980)
(95,135689, 930,064453)
(190,590210, 930,064392)
(177,597519, 927,866577)
(190,590210, 927,866455)
(95,135689, 927,048096)
(190,590210, 927,048035)
(218,429031, 927,048035)
(739,390076, 926,970642)
(768,605591, 926,970642)
(849,877014, 926,970581)
(951,319824, 926,970581)
(958,228027, 926,970581)
(597,648743, 926,531494)
(739,390076, 926,531555)
(768,605591, 926,531494)
(849,877014, 926,531555)
(924,535156, 926,531555)
(951,319824, 926,531494)
(323,667419, 923,269958)
(419,590424, 923,269897)
(849,877014, 923,269958)
(849,877014, 922,752502)
(924,535156, 922,752563)
(265,175812, 922,449463)
(323,667419, 922,449463)
(190,590210, 917,417847)
(562,609375, 915,299866)
(576,039063, 915,299866)
(686,055237, 915,299866)
(817,654663, 915,299866)
(562,609375, 914,499084)
(817,654663, 914,499146)
(265,175812, 913,552612)
(279,921997, 913,552612)
(190,590210, 912,825317)
(562,609375, 912,825378)
(566,590637, 910,274170)
(817,654663, 910,274109)
(566,590637, 908,471436)
(448,662170, 907,370117)
(488,852570, 907,370239)
(488,852570, 906,072205)
(513,600647, 906,072266)
(566,590637, 906,072266)
(513,600647, 904,728882)
(817,654663, 904,728882)
(513,600647, 902,145630)
(744,613342, 902,145569)
(513,600647, 901,074402)
(513,600647, 900,662109)
(513,600647, 897,478699)
(744,613342, 897,478699)
(513,600647, 897,072815)
(955,998474, 897,072815)
(965,182007, 897,072815)
(955,998474, 895,113098)
(675,665588, 892,995361)
