N = 2048

Intersection points:
(894,430359, 996,290833)
(628,439026, 995,012146)
(894,430359, 995,012146)
(628,439026, 993,871033)
(628,439026, 993,789429)
(628,439026, 990,721375)
(628,439026, 989,696655)
(628,439026, 989,268799)
(921,772278, 987,331970)
(289,178497, 986,317261)
(921,772278, 986,317261)
(289,178497, 985,632324)
(289,178497, 985,045227)
(289,178497, 983,587708)
(289,178497, 983,581482)
(289,178497, 983,210510)
(957,719910, 982,268799)
(289,178497, 980,986572)
(23,707331, 977,313660)
(524,960327, 973,061462)
(524,960327, 972,680359)
(524,960327, 972,501465)
(524,960327, 971,537720)
(530,305481, 966,460144)
(897,689270, 965,318726)
(571,962646, 963,949646)
(597,776062, 963,949707)
(960,133789, 962,092041)
(218,290802, 960,041321)
(960,133789, 952,858826)
(81,819000, 950,278076)
(173,249786, 950,278015)
(173,249786, 949,708069)
(810,263245, 948,602417)
(938,481140, 948,046509)
(81,819000, 947,932251)
(173,249786, 947,932190)
(696,301270, 946,518494)
(938,481140, 946,518555)
(683,861633, 943,351807)
(896,889221, 941,636658)
(938,481140, 941,636658)
(173,249786, 941,125000)
(81,819000, 940,182922)
(173,249786, 940,182922)
(216,313354, 940,182861)
(81,819000, 938,587646)
(177,561218, 938,587585)
(216,313354, 938,587524)
(81,819000, 938,365845)
(177,561218, 938,365845)
(177,561218, 937,900818)
(81,819000, 935,843811)
(177,561218, 935,843811)
(896,889221, 935,365784)
(597,221130, 935,212585)
(781,957153, 935,212524)
(81,819000, 933,793884)
(597,221130, 933,331543)
(938,481140, 933,331604)
(959,127563, 933,331482)
(198,420227, 931,596680)
(597,221130, 930,735718)
(597,221130, 929,995728)
(566,103821, 925,743835)
(566,103821, 923,198975)
(566,103821, 922,994202)
(874,293884, 917,865356)
(598,978149, 916,067078)
(598,978149, 915,566895)
(219,059113, 915,065796)
(598,978149, 915,065796)
(219,059113, 914,637451)
(598,978149, 914,637390)
(598,978149, 913,322632)
(219,059113, 912,015869)
(293,041168, 912,015869)
(598,978149, 911,923645)
(642,774841, 911,923584)
(32,150566, 909,560791)
(293,041168, 909,560730)
(293,041168, 909,029236)
(598,978149, 909,029114)
(125,662323, 908,595154)
(125,662323, 908,153503)
(125,662323, 907,963806)
(125,662323, 907,742004)
(573,282837, 901,689941)
(364,918884, 898,377441)
(424,579926, 898,377441)
(125,662323, 898,154297)
(157,436310, 892,216064)
(228,489395, 892,216003)
(32,150566, 890,758484)
(157,436310, 890,758545)
(32,150566, 886,435181)
(577,622742, 886,353271)
(559,917603, 884,829163)
(165,567337, 881,516296)
(47,149002, 878,508789)
(51,685570, 878,508728)
(186,221359, 878,508789)
(51,685570, 878,107483)
(186,221359, 878,107483)
(186,221359, 877,194580)
(401,765656, 873,386047)
(401,765656, 873,076416)
(129,484421, 872,034729)
(785,708008, 871,199219)
(129,484421, 869,383301)
(228,212418, 869,383301)
(547,248657, 869,383301)
(547,248657, 869,066528)
(547,248657, 868,774536)
(818,342957, 865,325317)
(228,212418, 864,513489)
(818,342957, 862,008179)
(284,361420, 859,921570)
(818,342957, 859,921631)
(284,361420, 859,757324)
(284,361420, 859,166565)
(818,342957, 859,166504)
(284,361420, 858,494263)
(51,685570, 858,093384)
(137,273315, 858,093384)
(137,273315, 857,584900)
(137,273315, 857,252136)
(137,273315, 853,250549)
(701,554321, 852,372803)
(137,273315, 852,012695)
(701,554321, 851,377686)
